,league_id,date,saison,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal
2016,1729,2009-05-02 00:00:00,2008/2009,8528,8559,0,0
2017,1729,2009-05-02 00:00:00,2008/2009,8455,9879,3,1
2018,1729,2009-05-10 00:00:00,2008/2009,10260,8456,2,0
2019,1729,2009-05-10 00:00:00,2008/2009,9825,8455,1,4
2020,1729,2009-05-09 00:00:00,2008/2009,8654,8650,0,3
2021,1729,2009-05-09 00:00:00,2008/2009,8668,8586,0,0
2022,1729,2009-05-11 00:00:00,2008/2009,10261,8549,3,1
2023,1729,2009-05-09 00:00:00,2008/2009,8655,8462,2,0
2024,1729,2009-05-09 00:00:00,2008/2009,9879,10252,3,1
2025,1729,2009-05-09 00:00:00,2008/2009,8559,8472,0,0
2026,1729,2009-05-09 00:00:00,2008/2009,8659,8528,3,1
2027,1729,2009-05-09 00:00:00,2008/2009,8667,10194,1,2
2028,1729,2009-05-16 00:00:00,2008/2009,10260,9825,0,0
2029,1729,2009-05-16 00:00:00,2008/2009,8586,8456,2,1
2030,1729,2009-05-16 00:00:00,2008/2009,8668,8654,3,1
2031,1729,2009-05-16 00:00:00,2008/2009,8549,10252,1,1
2032,1729,2009-05-16 00:00:00,2008/2009,10261,9879,0,1
2033,1729,2009-05-16 00:00:00,2008/2009,8559,8667,1,1
2034,1729,2009-05-17 00:00:00,2008/2009,8659,8650,0,2
2035,1729,2009-05-18 00:00:00,2008/2009,8462,8472,3,1
2036,1729,2009-05-16 00:00:00,2008/2009,10194,8528,2,0
2037,1729,2009-05-17 00:00:00,2008/2009,8455,8655,2,0
2038,1729,2009-05-24 00:00:00,2008/2009,9825,10194,4,1
2039,1729,2009-05-24 00:00:00,2008/2009,8650,8586,3,1
2040,1729,2009-05-24 00:00:00,2008/2009,8472,8455,2,3
2041,1729,2009-05-24 00:00:00,2008/2009,8654,8549,2,1
2042,1729,2009-05-24 00:00:00,2008/2009,10252,10261,1,0
2043,1729,2009-05-24 00:00:00,2008/2009,8456,8559,1,0
2044,1729,2009-05-24 00:00:00,2008/2009,8655,8659,0,0
2045,1729,2009-05-24 00:00:00,2008/2009,9879,8668,0,2
2046,1729,2009-05-24 00:00:00,2008/2009,8667,10260,0,1
2047,1729,2009-05-24 00:00:00,2008/2009,8528,8462,1,0
2048,1729,2008-09-13 00:00:00,2008/2009,8650,10260,2,1
2049,1729,2008-09-15 00:00:00,2008/2009,8586,10252,1,2
2050,1729,2008-09-13 00:00:00,2008/2009,10261,8667,1,2
2051,1729,2008-09-13 00:00:00,2008/2009,8456,8455,1,3
2052,1729,2008-09-13 00:00:00,2008/2009,8655,9825,0,4
2053,1729,2008-09-13 00:00:00,2008/2009,9879,8559,2,1
2054,1729,2008-09-13 00:00:00,2008/2009,8659,8654,3,2
2055,1729,2008-09-13 00:00:00,2008/2009,8462,8549,2,1
2056,1729,2008-09-14 00:00:00,2008/2009,10194,8668,2,3
2057,1729,2008-09-13 00:00:00,2008/2009,8528,8472,1,1
2058,1729,2008-09-20 00:00:00,2008/2009,8650,10194,0,0
2059,1729,2008-09-20 00:00:00,2008/2009,8472,8549,2,0
2060,1729,2008-09-21 00:00:00,2008/2009,8586,8528,0,0
2061,1729,2008-09-20 00:00:00,2008/2009,8654,10261,3,1
2062,1729,2008-09-21 00:00:00,2008/2009,8456,8462,6,0
2063,1729,2008-09-20 00:00:00,2008/2009,8655,9879,1,0
2064,1729,2008-09-20 00:00:00,2008/2009,8559,9825,1,3
2065,1729,2008-09-21 00:00:00,2008/2009,8659,10252,1,2
2066,1729,2008-09-21 00:00:00,2008/2009,8667,8668,2,2
2067,1729,2008-09-21 00:00:00,2008/2009,8455,10260,1,1
2068,1729,2008-09-27 00:00:00,2008/2009,10260,8559,2,0
2069,1729,2008-09-27 00:00:00,2008/2009,9825,8667,1,2
2070,1729,2008-09-27 00:00:00,2008/2009,10252,8472,2,1
2071,1729,2008-09-27 00:00:00,2008/2009,8668,8650,0,2
2072,1729,2008-09-27 00:00:00,2008/2009,8549,8659,0,1
2073,1729,2008-09-27 00:00:00,2008/2009,10261,8655,1,2
2074,1729,2008-09-27 00:00:00,2008/2009,9879,8654,1,2
2075,1729,2008-09-28 00:00:00,2008/2009,8462,8586,2,0
2076,1729,2008-09-27 00:00:00,2008/2009,10194,8455,0,2
2077,1729,2008-09-28 00:00:00,2008/2009,8528,8456,2,1
2078,1729,2008-10-04 00:00:00,2008/2009,8472,9825,1,1
2079,1729,2008-10-05 00:00:00,2008/2009,8586,8667,0,1
2080,1729,2008-10-05 00:00:00,2008/2009,8654,8559,1,3
2081,1729,2008-10-05 00:00:00,2008/2009,8668,10261,2,2
2082,1729,2008-10-05 00:00:00,2008/2009,8456,8650,2,3
2083,1729,2008-10-04 00:00:00,2008/2009,8655,10260,0,2
2084,1729,2008-10-04 00:00:00,2008/2009,8659,9879,1,0
2085,1729,2008-10-05 00:00:00,2008/2009,8462,10194,2,1
2086,1729,2008-10-04 00:00:00,2008/2009,8528,8549,0,1
2087,1729,2008-10-05 00:00:00,2008/2009,8455,10252,2,0
2088,1729,2008-10-18 00:00:00,2008/2009,10260,8659,4,0
2089,1729,2008-10-18 00:00:00,2008/2009,9825,8668,3,1
2090,1729,2008-10-18 00:00:00,2008/2009,8650,8528,3,2
2091,1729,2008-10-18 00:00:00,2008/2009,10252,8462,0,0
2092,1729,2008-10-18 00:00:00,2008/2009,8549,8455,0,5
2093,1729,2008-10-20 00:00:00,2008/2009,10261,8456,2,2
2094,1729,2008-10-18 00:00:00,2008/2009,9879,8472,0,0
2095,1729,2008-10-18 00:00:00,2008/2009,8559,8655,0,0
2096,1729,2008-10-19 00:00:00,2008/2009,8667,8654,1,0
